freq,tra_meas,unit,geo\TIME_PERIOD	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FR_NLD,THS_T,SEZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2364 	14525 	12380 	11718 	13741 	14123 	14475.32 	13940.01 	15964.16 	17371.81 	13943.94 	15077.3 	31070.08 	31055.01 	27234.2 
A,FR_NLD,THS_T,SI	: 	: 	: 	: 	6648 	6624 	7643 	8715 	8960 	10501 	11127 	11761 	9140 	10341 	11589 	11670 	11622 	12184 	13175.42 	14073.64 	15524.76 	16390.01 	15615 	12474.11 	14534.95 	16861.45 	15527.62 
A,FR_NLD,THS_T,SI0	: 	: 	: 	: 	6648 	6624 	7643 	8715 	8960 	10501 	11127 	11761 	9140 	10341 	11589 	11670 	11622 	12184 	13175.42 	14073.64 	15524.76 	16390.01 	15615 	12474.11 	14534.95 	16861.45 	15527.62 
A,FR_NLD,THS_T,SI04	: 	: 	: 	: 	6648 	6624 	7643 	8715 	8960 	10501 	11127 	11761 	9140 	10341 	11589 	11670 	11622 	12184 	13175.42 	14073.64 	15524.76 	16390.01 	15615 	12474.11 	14534.95 	16861.45 	15527.62 
A,FR_NLD,THS_T,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160420 	141580 	181566 	197750 	214561 	218794 	222781 	236670.93 	244946.81 	268669.94 	253018.73 	254821.75 	263067.6 	273659.48 	287309.6 	298624 
A,FR_NLD,THS_T,TR1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23279 	18734 	29310 	25306 	24412 	27329 	26717 	23401.53 	21519.44 	22433.57 	20691.57 	19954.16 	17722.52 	18611.93 	19373.02 	24065.44 
A,FR_NLD,THS_T,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23279 	18734 	29310 	25306 	24412 	27329 	26717 	23401.53 	21519.44 	22433.57 	20691.57 	19954.16 	17722.52 	18611.93 	19373.02 	24065.44 
A,FR_NLD,THS_T,TR2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8726 	8770 	12338 	21336 	24651 	22401 	23203 	23504.53 	28488.21 	32255.85 	34191.82 	36086.85 	37804.69 	40266.43 	43340.76 	43528.7 
A,FR_NLD,THS_T,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2899 	2443 	3190 	11468 	13133 	11258 	10971 	12751.05 	15638.98 	17460.38 	18256 	20781.65 	21916.44 	24584.35 	27664.04 	28698.06 
A,FR_NLD,THS_T,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5827 	6327 	9148 	9868 	11518 	11143 	12232 	10753.48 	12849.23 	14795.47 	15935.82 	15305.2 	15888.25 	15682.08 	15676.72 	14830.64 
A,FR_NLD,THS_T,TR3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28295 	23834 	29106 	29471 	32287 	31328 	32904 	37019.52 	38382.45 	43217.91 	39798.8 	43601.17 	45611.13 	48481.9 	52298.36 	53377.95 
A,FR_NLD,THS_T,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28170 	23751 	28923 	29319 	32126 	31169 	32765 	36822.22 	38229.19 	42993.29 	39488.55 	43469.26 	45553.9 	48350.43 	52146.99 	53254.56 
A,FR_NLD,THS_T,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125 	83 	183 	152 	161 	159 	139 	197.3 	153.26 	224.62 	310.25 	131.91 	57.23 	131.47 	151.37 	123.39 
A,FR_NLD,THS_T,TR4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42931 	36604 	46912 	49987 	52691 	51262 	50478 	54945.13 	56367.06 	60824.43 	55864.58 	51249.57 	54051.68 	56627 	57783 	62619.62 
A,FR_NLD,THS_T,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4595 	3461 	6324 	8659 	7230 	6417 	6307 	6753.31 	7306.08 	7402.55 	6657.9 	6358.69 	6185.46 	6063.74 	6508.25 	7185.45 
A,FR_NLD,THS_T,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38336 	33142 	40588 	41329 	45461 	44845 	44170 	48191.82 	49060.98 	53421.88 	49206.69 	44890.89 	47866.23 	50563.26 	51274.75 	55434.17 
A,FR_NLD,THS_T,TR6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36135 	34354 	41228 	44460 	50191 	54609 	57453 	63472.09 	65839 	71434.57 	66672.73 	70485.45 	71392.99 	72672.71 	77708.42 	82136.89 
A,FR_NLD,THS_T,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1895 	1762 	2181 	2377 	2186 	2523 	2738 	2686.43 	2632.06 	2810.8 	2802.95 	2676.16 	2055.61 	2829.83 	3105.91 	3880.29 
A,FR_NLD,THS_T,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10689 	10873 	13843 	15109 	16858 	19626 	19482 	19379.33 	19223.79 	20003.12 	17542.15 	19763.38 	20860.86 	20369.68 	21287.05 	24898.87 
A,FR_NLD,THS_T,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23552 	21718 	25205 	26975 	31148 	32460 	35234 	41406.33 	43983.15 	48620.66 	46327.63 	48045.92 	48476.52 	49473.21 	53315.46 	53357.73 
A,FR_NLD,THS_T,TR8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15278 	13948 	7624 	10769 	13324 	13892 	14416 	15640.89 	16487.96 	19497.82 	18880.57 	19498.67 	20204.54 	19369.75 	20695.21 	20618.35 
A,FR_NLD,THS_T,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10103 	8790 	1684 	4957 	6336 	6590 	7110 	7923.87 	8169.3 	9618.07 	10162.75 	11010.11 	10877.04 	10165.82 	11152.09 	10647.45 
A,FR_NLD,THS_T,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 	45 	41 	68 	161 	61 	83 	81.66 	99.82 	63.9 	128.79 	84.01 	98.93 	71.67 	82.91 	115.57 
A,FR_NLD,THS_T,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5152 	5113 	5899 	5744 	6826 	7241 	7224 	7635.36 	8218.84 	9815.85 	8589.03 	8404.56 	9228.57 	9132.26 	9460.21 	9855.32 
A,FR_NLD,THS_T,TR9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3721 	3510 	4135 	4751 	5710 	5244 	4967 	5385.29 	5476.92 	5678.68 	4671.05 	4626.6 	4261.43 	4227.31 	3668.24 	3994.08 
A,FR_NLD,THS_T,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3721 	3510 	4135 	4751 	5710 	5244 	4967 	5385.29 	5476.92 	5678.68 	4671.05 	4626.6 	4261.43 	4227.31 	3668.24 	3994.08 
A,FR_NLD,THS_T,TRZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2054 	1826 	10913 	11670 	11296 	12729 	12642 	13301.95 	12385.77 	13327.11 	12247.61 	9319.27 	12018.62 	13402.46 	12442.6 	8282.99 
A,FR_NLD,THS_T,TRZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2054 	1826 	10913 	11670 	11296 	12729 	12642 	13301.95 	12385.77 	13327.11 	12247.61 	9319.27 	12018.62 	13402.46 	12442.6 	8282.99 
